company_name,aliases,crunchbase_description,wikipedia_search,wikipedia_description,wikipedia_description_link,company_homepage,company_description,company_description_link,retrieval_date
weston solutions holdings inc,"weston solutions; weston; weston solutions, inc.",Weston Solutions is an environmental consulting company located in West Chester.,https://en.wikipedia.org/wiki/Special:Search?search=weston+solutions+holdings+inc,,,https://www.westonsolutions.com/,"Weston is a premier provider of environmental and infrastructure support services serving federal, state and local government, and industrial, utility, and commercial clients. Our singular focus is on understanding our clients’ business demands and applying our greatest capabilities to solve their most complex challenges. With an unwavering pledge to our clients and the environment, we continue in the tradition of Weston’s heritage.",https://www.westonsolutions.com/about/,2021-03-16
dataprophet,dataprophet pty ltd,DataProphet is a global leader in Artificial Intelligence (AI) for manufacturing,https://en.wikipedia.org/wiki/Special:Search?search=dataprophet,,,http://dataprophet.com,"DataProphet is a leader in AI that enables manufacturers to step towards autonomous manufacturing. Our AI-as-a-service proactively prescribes changes to plant control plans to continuously optimize production without the expert human analysis that is typically required. As recognized by the World Economic Forum, DataProphet PRESCRIBE has helped customers around the world experience a significant and practical impact on the factory floor, reducing the cost of non-quality by an average of 40 percent. We understand manufacturing and that real impact is achieved with pre-emptive actions because real-time is often too late.",https://dataprophet.com,2021-03-16
notco,the not company; the not company spa; not co ltd,NotCo is combining AI with food-science to craft cutting-edge plant-based foods.,https://en.wikipedia.org/wiki/Special:Search?search=notco,,,http://www.notco.com/,"Eating animal products harms our planet. It's a fact. So our mission is simple: to take animals out of food production while never, ever compromising on taste.",https://notco.com/us/about-us,2021-03-16
kimco realty,kimco realty corporation; kimco realty corp,"Kimco Realty is a real estate investment trust based in New Hyde Park, New York.",https://en.wikipedia.org/wiki/Special:Search?search=kimco+realty,"Kimco Realty Corporation is a real estate investment trust that invests in shopping centers. As of December 31, 2020, the company owned interests in 400 U.S. shopping centers and mixed-use assets comprising 70 million square feet of gross leasable space primarily concentrated in the top major metropolitan markets.",https://en.wikipedia.org/wiki/Kimco_Realty,https://www.kimcorealty.com/,,,2021-03-16
under armour,"under armour, inc.; ua; under armour.; under armour®, inc.","Under Armour is an American manufacturer of footwear, sport, and casual apparel.",https://en.wikipedia.org/wiki/Special:Search?search=under+armour,"Under Armour, Inc. is an American sports equipment company that manufactures footwear, sports and casual apparel.[2] Under Armour's global headquarters are located in Baltimore, Maryland, with additional offices located in Amsterdam (European headquarters), Austin, Guangzhou, Hong Kong, Houston, Jakarta, London, Mexico City, Munich, New York City, Panama City (international headquarters), Paris, Pittsburgh, Portland, San Francisco, São Paulo, Santiago, Seoul, Shanghai (Greater Chinese headquarters), and Toronto.",https://en.wikipedia.org/wiki/Under_Armour,https://www.underarmour.com/,,,2021-03-16
eog resources,"eog resources, inc; enron oil & gas company","EOG Resources, Inc. is a independent oil and gas companies in the United States.",https://en.wikipedia.org/wiki/Special:Search?search=eog+resources,"EOG Resources, Inc. is an American energy company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas.",https://en.wikipedia.org/wiki/EOG_Resources,http://www.eogresources.com/,,,2021-03-16
parsons corp,parsons corporation; parsons,"Parsons is an engineering, construction, technical and management services firm.",https://en.wikipedia.org/wiki/Special:Search?search=parsons+corp,"Parsons Corporation (Parsons) is an American technology-focused defense, intelligence, security, and infrastructure engineering firm headquartered in Centreville, Virginia. The company was founded in 1944.",https://en.wikipedia.org/wiki/Parsons_Corporation,https://www.parsons.com/,,,2021-03-16
mylan n.v.,mylan,Mylan offers a broad portfolio of generic and specialty pharmaceutical products.,https://en.wikipedia.org/wiki/Special:Search?search=mylan+n.v.,"Mylan N.V. was a global generic and specialty pharmaceuticals company domiciled in the Netherlands, with principal executive offices in Hatfield, Hertfordshire, UK[1] and a ""Global Center"" in Canonsburg, Pennsylvania, US. In November 2020, Mylan merged with Upjohn, Pfizer's off-patent medicine division, to form Viatris.",https://en.wikipedia.org/wiki/Mylan,https://www.mylan.com,,,2021-03-16
jd.com,jd.com inc; 京东集团; jd.com; 360buy; jingdong; 360buy ltd.; 京东; 360buy jingdong inc,JD.com is an internet company and online consumer electronics retailer in China.,https://en.wikipedia.org/wiki/Special:Search?search=jd.com,"JD.com, Inc. (Chinese: 京东; pinyin: Jīngdōng), also known as Jingdong and formerly called 360buy,[3] is a Chinese e-commerce company headquartered in Beijing. It is one of the two massive B2C online retailers in China by transaction volume and revenue, a member of the Fortune Global 500 and a major competitor to Alibaba-run Tmall.",https://en.wikipedia.org/wiki/JD.com,http://corporate.jd.com/,,,2021-03-16
general electric,ge,General Electric Company offers infrastructure and financial services worldwide.,https://en.wikipedia.org/wiki/Special:Search?search=general+electric,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York City and headquartered in Boston. As of 2018, the company operates through the following segments: aviation, healthcare, power, renewable energy, digital industry, additive manufacturing and venture capital and finance.",https://en.wikipedia.org/wiki/General_Electric,http://www.ge.com,,,2021-03-16
fcn inc,fcn; fcn inc.,"FCN, a small business providing technology solutions to our Government customers.",https://en.wikipedia.org/wiki/Special:Search?search=fcn+inc,,,http://fcnit.com/,"FCN is a woman-owned, ISO 9001:2008 certified small business serving the Federal Government worldwide. FCN provides networking services, storage solutions, enterprise application development, personnel services, consultation services, and products vital to the operations of the Federal Government. Established in 1990, FCN has provided products and services to most three-letter agencies, and a wide range of Federal and Department of Defense (DoD) organizations globally. FCN is a premier provider of a wide range of Commercial off-the-shelf (COTS) information technology (IT) products. FCN offers a unique approach to solutions by allowing customers to experience live demonstrations in our state-of-the-art engineering facility, minimizing your agency’s risk of employing new technologies.",https://fcnit.com,2021-03-16
deepbrain chain,deepbrain chain; 深脑链,DeepBrain Chain is  aiming on providing a fundamental platform for AI facilities.,https://en.wikipedia.org/wiki/Special:Search?search=deepbrain+chain,,,http://www.deepbrainchain.org,"Using blockchain technology, we have developed a decentralized, low-cost and privacy-protecting AI computing platform with a full range of related products and services.
DeepBrain Chain is a decentralized neural network. Countless nodes across the world will supply computational power to AI companies and receive DBC as rewards. 70% of the DBC will be paid by the system and AI companies only need to pay 30%.
Our token, DBC, is traded via smart contracts based on NEO. We use a hybrid consensus mechanism combining DPOS with POI.
DeepBrain Chain is also a secure data trading platform which, by separating data ownership from data usage, maximizes the value of data while ensuring data privacy.",https://www.deepbrainchain.org/index.html,2021-03-16
peerless technologies corp,peerless technologies; peerless,Peerless Technologies provides solutions to challenging national security issues.,https://en.wikipedia.org/wiki/Special:Search?search=peerless+technologies+corp,,,http://epeerless.com/,"Peerless is a nationally recognized, award-winning business serving Federal Government clients
nationwide.

Based in Fairborn, Ohio, and adjacent to Wright-Patterson Air Force Base, we provide quality
services backed by our ISO 9001:2015-certified Quality Management System, our ISO 14001:2015 Environmental Management System, and Capability Maturity Model Integration (CMMI) Level 3 assessed software and systems engineering processes.",http://epeerless.com/,2021-03-16
voyage,"voyage auto, inc.",Voyage builds technology that brings self-driving cars to those who need it most.,https://en.wikipedia.org/wiki/Special:Search?search=voyage,,,http://voyage.auto,"Self-driving cars will transform civilization. It’s a matter of when not if. At Voyage, we have chosen a path to commercialize self-driving technology that is fast, customer-focused, and capital-efficient. Our journey begins in calmer communities such as retirement communities, but we won’t stop until anyone, anywhere can summon a Voyage.",https://voyage.auto/about/,2021-03-16
korbit,"코빗; korbit, inc; korbit inc","Korbit provides online bitcoin exchange, wallet, and merchant processor services.",https://en.wikipedia.org/wiki/Special:Search?search=korbit,,,http://korbit.co.kr,Korbit's mission is to enable trading of any blockchain assets. We are continuously listing new coins.,http://korbit.co.kr,2021-03-16
datavisor,"datavisor; datavisor, inc.",DataVisor is a fraud detection company powered by transformational AI technology.,https://en.wikipedia.org/wiki/Special:Search?search=datavisor,,,http://www.datavisor.com/,DataVisor delivers the world’s most sophisticated AI-powered solutions to keep companies and their customers safe from fraud and abuse.,http://www.datavisor.com/,2021-03-16
